Election_results.c(161): Notify: Saving Parameter "UIKs_6 = УИК \xb9156".
Election_results.c(161): Notify: Saving Parameter "UIKs_7 = УИК \xb9157".
Election_results.c(161): Notify: Saving Parameter "UIKs_8 = УИК \xb9158".
Election_results.c(161): Notify: Saving Parameter "UIKs_9 = УИК \xb9159".
Election_results.c(161): Notify: Saving Parameter "UIKs_10 = УИК \xb9160".
Election_results.c(161): Notify: Saving Parameter "UIKs_11 = УИК \xb9161".
Election_results.c(161): Notify: Saving Parameter "UIKs_12 = УИК \xb9162".
Election_results.c(161): Notify: Saving Parameter "UIKs_13 = УИК \xb9163".
Election_results.c(161): Notify: Saving Parameter "UIKs_14 = УИК \xb9164".
Election_results.c(161): Notify: Saving Parameter "UIKs_15 = УИК \xb9165".
Election_results.c(161): Notify: Saving Parameter "UIKs_16 = УИК \xb9166".
Election_results.c(161): Notify: Saving Parameter "UIKs_17 = УИК \xb9167".
Election_results.c(161): Notify: Saving Parameter "UIKs_18 = УИК \xb9168".
Election_results.c(161): Notify: Saving Parameter "UIKs_19 = УИК \xb9169".
Election_results.c(161): Notify: Saving Parameter "UIKs_20 = УИК \xb9170".
Election_results.c(161): Notify: Saving Parameter "UIKs_21 = УИК \xb9171".
Election_results.c(161): Notify: Saving Parameter "UIKs_22 = УИК \xb9172".
Election_results.c(161): Notify: Saving Parameter "UIKs_23 = УИК \xb9173".
Election_results.c(161): Notify: Saving Parameter "UIKs_24 = УИК \xb9174".
Election_results.c(161): Notify: Saving Parameter "UIKs_25 = УИК \xb9175".
Election_results.c(161): Notify: Saving Parameter "UIKs_26 = УИК \xb9176".
Election_results.c(161): Notify: Saving Parameter "UIKs_27 = УИК \xb9177".
Election_results.c(161): Notify: Saving Parameter "UIKs_28 = УИК \xb9178".
Election_results.c(161): Notify: Saving Parameter "UIKs_29 = УИК \xb9179".
Election_results.c(161): Notify: Saving Parameter "UIKs_30 = УИК \xb9180".
Election_results.c(161): Notify: Saving Parameter "Candidates_count = 248".
Election_results.c(161): Notify: Saving Parameter "UIKs_count = 30".
Election_results.c(161): web_url("сайт избирательной комиссии субъекта Российской Федерации") was successful, 43479 body bytes, 3448 header bytes, 37 chunking overhead bytes  	[MsgId: MMSG-26385]
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9152 1 71 26 276 3 1 1 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9152 1 71 26 276 3 1 1 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_3" =  "УИК \xb9153"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_11" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_41" =  "26"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_71" =  "10"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_101" =  "202"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_131" =  "4"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_161" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_191" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_221" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9153 0 26 10 202 4 1 1 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9153 0 26 10 202 4 1 1 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_4" =  "УИК \xb9154"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_12" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_42" =  "30"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_72" =  "6"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_102" =  "92"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_132" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_162" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_192" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_222" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9154 0 30 6 92 2 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9154 0 30 6 92 2 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_5" =  "УИК \xb9155"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_13" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_43" =  "27"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_73" =  "12"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_103" =  "140"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_133" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_163" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_193" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_223" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9155 0 27 12 140 0 1 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9155 0 27 12 140 0 1 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_6" =  "УИК \xb9156"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_14" =  "6"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_44" =  "60"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_74" =  "30"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_104" =  "344"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_134" =  "4"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_164" =  "7"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_194" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_224" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9156 6 60 30 344 4 7 1 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9156 6 60 30 344 4 7 1 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_7" =  "УИК \xb9157"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_15" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_45" =  "15"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_75" =  "7"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_105" =  "155"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_135" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_165" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_195" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_225" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9157 1 15 7 155 1 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9157 1 15 7 155 1 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_8" =  "УИК \xb9158"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_16" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_46" =  "20"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_76" =  "18"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_106" =  "153"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_136" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_166" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_196" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_226" =  "1"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9158 0 20 18 153 1 2 0 1".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9158 0 20 18 153 1 2 0 1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_9" =  "УИК \xb9159"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_17" =  "6"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_47" =  "141"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_77" =  "41"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_107" =  "398"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_137" =  "4"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_167" =  "5"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_197" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_227" =  "1"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9159 6 141 41 398 4 5 1 1".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9159 6 141 41 398 4 5 1 1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_10" =  "УИК \xb9160"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_18" =  "3"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_48" =  "411"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_78" =  "101"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_108" =  "1030"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_138" =  "10"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_168" =  "5"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_198" =  "5"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_228" =  "2"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9160 3 411 101 1030 10 5 5 2".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9160 3 411 101 1030 10 5 5 2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_11" =  "УИК \xb9161"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_19" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_49" =  "30"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_79" =  "8"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_109" =  "176"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_139" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_169" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_199" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_229" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9161 1 30 8 176 0 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9161 1 30 8 176 0 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_12" =  "УИК \xb9162"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_20" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_50" =  "6"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_80" =  "10"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_110" =  "69"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_140" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_170" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_200" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_230" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9162 1 6 10 69 0 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9162 1 6 10 69 0 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_13" =  "УИК \xb9163"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_21" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_51" =  "8"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_81" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_111" =  "114"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_141" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_171" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_201" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_231" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9163 0 8 1 114 0 1 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9163 0 8 1 114 0 1 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_14" =  "УИК \xb9164"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_22" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_52" =  "79"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_82" =  "23"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_112" =  "177"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_142" =  "3"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_172" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_202" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_232" =  "1"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9164 1 79 23 177 3 2 0 1".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9164 1 79 23 177 3 2 0 1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_15" =  "УИК \xb9165"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_23" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_53" =  "22"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_83" =  "15"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_113" =  "96"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_143" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_173" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_203" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_233" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9165 2 22 15 96 0 2 1 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9165 2 22 15 96 0 2 1 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_16" =  "УИК \xb9166"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_24" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_54" =  "48"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_84" =  "13"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_114" =  "107"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_144" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_174" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_204" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_234" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9166 0 48 13 107 1 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9166 0 48 13 107 1 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_17" =  "УИК \xb9167"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_25" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_55" =  "32"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_85" =  "21"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_115" =  "59"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_145" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_175" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_205" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_235" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9167 2 32 21 59 1 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9167 2 32 21 59 1 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_18" =  "УИК \xb9168"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_26" =  "5"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_56" =  "69"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_86" =  "21"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_116" =  "237"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_146" =  "2"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_176" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_206" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_236" =  "1"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9168 5 69 21 237 2 0 1 1".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9168 5 69 21 237 2 0 1 1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_19" =  "УИК \xb9169"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_27" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_57" =  "25"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_87" =  "17"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_117" =  "87"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_147" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_177" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_207" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_237" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9169 0 25 17 87 0 0 0 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9169 0 25 17 87 0 0 0 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
Election_results.c(177): Notify: Parameter Substitution: parameter "Subregion" =  "Усть-Коксинская"
Election_results.c(177): Notify: Parameter Substitution: parameter "UIKs_20" =  "УИК \xb9170"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_28" =  "0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_58" =  "27"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_88" =  "8"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_118" =  "152"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_148" =  "1"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_178" =  "3"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_208" =  "3"
Election_results.c(177): Notify: Parameter Substitution: parameter "Candidates_238" =  "0"
Election_results.c(177): Notify: Saving Parameter "results = Республика Алтай Усть-Коксинская УИК \xb9170 0 27 8 152 1 3 3 0".
Election_results.c(190): Notify: Parameter Substitution: parameter "results" =  "Республика Алтай Усть-Коксинская УИК \xb9170 0 27 8 152 1 3 3 0"
Election_results.c(177): Notify: Parameter Substitution: parameter "Region" =  "Республика Алтай"
